13-Sep-22 13:21:25 INFO run_ipd ............. run IPD 1605557700 .............
13-Sep-22 13:21:25 INFO remove_old_ips_from_range   > remove IPs older than 120 seconds
13-Sep-22 14:59:47 INFO get_prevalent_ingress         no prevalent ingress found: {'H-EB10.92': 0.869, 'VIE-SA5.517': 0.036, 'VIE-SB5.1507': 0.032, 'F-ED12.9': 0.025, 'LON-SB2.13': 0.013, 'F-EH1.13': 0.012, 'PAR-SB3.630': 0.009, 'RW-SA2.115': 0.002, 'HH-EA13.48': 0.001, 'CPH-SA1.9': 0.001, 'VIE-SB6.426': 0.0, 'F-EH2.526': 0.0, 'F-EH1.335': 0.0, 'VIE-SB5.12': 0.0, 'AMS-SB6.438': 0.0, 'PAR-SB3.11': 0.0, 'PAR-SB3.641': 0.0, 'F-ED11.256': 0.0, 'AMS-E7.12': 0.0, 'LON-SB2.10': 0.0}
13-Sep-22 14:59:47 INFO get_prevalent_ingress         prevalent for 4/15/195.4.0.0: None (-1.00)
13-Sep-22 14:59:47 INFO run_ipd         NO -> split subnet
13-Sep-22 14:59:47 INFO split_range           split 195.4.0.0/15 into 195.4.0.0/16 and 195.5.0.0/16
13-Sep-22 15:00:02 INFO run_ipd    current_range: 4/14/195.0.0.0
13-Sep-22 15:00:02 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/195.0.0.0   s_ipcount=5247 min_samples=32768
13-Sep-22 15:00:02 INFO run_ipd       NO -> join siblings
13-Sep-22 15:00:02 INFO join_siblings         join siblings for range 4/14/195.0.0.0
13-Sep-22 15:00:02 INFO run_ipd    current_range: 4/10/194.192.0.0
13-Sep-22 15:00:02 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/194.192.0.0   s_ipcount=50886 min_samples=131072
13-Sep-22 15:00:02 INFO run_ipd       NO -> join siblings
13-Sep-22 15:00:02 INFO join_siblings         join siblings for range 4/10/194.192.0.0
13-Sep-22 15:00:02 INFO run_ipd    current_range: 4/13/194.184.0.0
13-Sep-22 15:00:02 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/194.184.0.0   s_ipcount=33826 min_samples=46340
13-Sep-22 15:00:02 INFO run_ipd       NO -> join siblings
13-Sep-22 15:00:02 INFO join_siblings         join siblings for range 4/13/194.184.0.0
13-Sep-22 15:00:55 INFO join_siblings  NO -> do nothing
13-Sep-22 15:00:55 INFO run_ipd    current_range: 4/13/194.176.0.0
13-Sep-22 15:00:55 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/194.176.0.0   s_ipcount=53157 min_samples=46340
13-Sep-22 15:01:15 INFO get_prevalent_ingress         no prevalent ingress found: {'VIE-SA5.10': 0.285, 'VIE-SB5.17': 0.269, 'H-EB9.1027': 0.186, 'VIE-SA5.517': 0.078, 'KA-EA4.805': 0.053, 'CPH-SA1.9': 0.03, 'PAR-SB3.641': 0.026, 'WAW-SB4.235': 0.007, 'PAR-SC2.10': 0.006, 'HH-EA13.48': 0.006, 'SB-SA2.791': 0.005, 'F-EB2.83': 0.005, 'F-ED11.24': 0.004, 'CPH-SA1.10': 0.003, 'NYC-SB5.322': 0.003, 'ZRH-SA1.314': 0.003, 'STO-SB3.237': 0.003, 'MIL-SA1.9': 0.003, 'LON-SB2.13': 0.002, 'F-EH1.335': 0.002, 'AMS-SB5.22': 0.002, 'S-EA11.365': 0.002, 'VIE-SB5.12': 0.002, 'F-EH2.588': 0.002, 'VIE-SB5.1530': 0.001, 'MAD-SA1.9': 0.001, 'F-EE5.945': 0.001, 'F-EH1.324': 0.001, 'F-EH2.526': 0.001, 'B-EH2.10': 0.001, 'M-EF1.13': 0.001, 'WAS-SA3.9': 0.001, 'F-ED12.271': 0.001, 'VIE-SB6.378': 0.001, 'VIE-SB5.1522': 0.0, 'F-EH1.13': 0.0, 'VIE-SB5.1507': 0.0, 'F-EH1.18': 0.0, 'AMS-SB6.438': 0.0, 'PAR-SB3.767': 0.0, 'M-EC4.13': 0.0, 'F-ED14.398': 0.0, 'F-ED11.424': 0.0, 'F-ED11.256': 0.0, 'ZRH-SA1.710': 0.0, 'LAX-SB3.153': 0.0, 'LAX-SB3.180': 0.0, 'D-ED5.500': 0.0, 'F-ED13.299': 0.0, 'F-ED13.608': 0.0, 'LAX-SB3.197': 0.0, 'LAX-SB3.186': 0.0, 'AMS-SC1.10': 0.0, 'VIE-SB6.426': 0.0, 'F-ED13.392': 0.0, 'VIE-SB5.1516': 0.0, 'VIE-SB5.1518': 0.0, 'F-ED11.525': 0.0, 'F-ED14.496': 0.0, 'F-ED12.359': 0.0, 'F-ED12.9': 0.0, 'LON-SB2.10': 0.0}
13-Sep-22 15:01:15 INFO get_prevalent_ingress         prevalent for 4/13/194.176.0.0: None (-1.00)
13-Sep-22 15:01:15 INFO run_ipd         NO -> split subnet
13-Sep-22 15:01:15 INFO split_range           split 194.176.0.0/13 into 194.176.0.0/14 and 194.180.0.0/14
13-Sep-22 15:01:25 INFO run_ipd    current_range: 4/12/194.160.0.0
13-Sep-22 15:01:25 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/194.160.0.0   s_ipcount=19045 min_samples=65536
13-Sep-22 15:01:25 INFO run_ipd       NO -> join siblings
13-Sep-22 15:01:25 INFO join_siblings         join siblings for range 4/12/194.160.0.0
13-Sep-22 15:01:25 INFO run_ipd    current_range: 4/14/194.156.0.0
13-Sep-22 15:01:25 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/194.156.0.0   s_ipcount=6500 min_samples=32768
13-Sep-22 15:01:25 INFO run_ipd       NO -> join siblings
13-Sep-22 15:01:25 INFO join_siblings         join siblings for range 4/14/194.156.0.0
13-Sep-22 15:01:25 INFO run_ipd    current_range: 4/15/194.154.0.0
13-Sep-22 15:01:25 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.154.0.0   s_ipcount=111532 min_samples=23170
13-Sep-22 15:02:07 INFO get_prevalent_ingress         prevalent for 4/15/194.154.0.0: VIE-SB5.13 (1.00)
13-Sep-22 15:02:07 INFO run_ipd         YES -> color 4/15/194.154.0.0 with VIE-SB5.13
13-Sep-22 15:03:33 INFO set_prevalent_ingress         set prevalent ingress: 4/15/194.154.0.0 => VIE-SB5.13: 4 range 0.996 111532/23170 194.154.0.0/15 VIE-SB5.13 | miss: 489 total: 111532
13-Sep-22 15:03:33 INFO run_ipd    current_range: 4/15/194.152.0.0
13-Sep-22 15:03:33 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.152.0.0   s_ipcount=7998 min_samples=23170
13-Sep-22 15:03:33 INFO run_ipd       NO -> join siblings
13-Sep-22 15:03:33 INFO join_siblings         join siblings for range 4/15/194.152.0.0
13-Sep-22 15:04:15 INFO join_siblings  NO -> do nothing
13-Sep-22 15:04:15 INFO run_ipd    current_range: 4/15/194.150.0.0
13-Sep-22 15:04:15 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.150.0.0   s_ipcount=9719 min_samples=23170
13-Sep-22 15:04:15 INFO run_ipd       NO -> join siblings
13-Sep-22 15:04:15 INFO join_siblings         join siblings for range 4/15/194.150.0.0
13-Sep-22 15:05:31 INFO join_siblings  NO -> do nothing
13-Sep-22 15:05:31 INFO run_ipd    current_range: 4/15/194.148.0.0
13-Sep-22 15:05:31 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.148.0.0   s_ipcount=40012 min_samples=23170
13-Sep-22 15:06:06 INFO get_prevalent_ingress         no prevalent ingress found: {'DO-EB5.917': 0.832, 'VIE-SB5.17': 0.104, 'VIE-SA5.10': 0.04, 'F-EE5.1569': 0.012, 'LON-SA1.586': 0.004, 'F-ED14.398': 0.003, 'F-EH2.21': 0.002, 'MIL-SA1.264': 0.001, 'VIE-SB5.26': 0.001, 'PAR-SB3.15': 0.001, 'VIE-SB5.1518': 0.001, 'F-ED11.256': 0.0, 'PAR-SB3.767': 0.0, 'VIE-SB5.1507': 0.0, 'F-ED12.9': 0.0, 'HH-EA13.48': 0.0, 'AMS-SC1.20': 0.0, 'VIE-SB6.426': 0.0, 'F-EH1.335': 0.0}
13-Sep-22 15:06:06 INFO get_prevalent_ingress         prevalent for 4/15/194.148.0.0: None (-1.00)
13-Sep-22 15:06:06 INFO run_ipd         NO -> split subnet
13-Sep-22 15:06:06 INFO split_range           split 194.148.0.0/15 into 194.148.0.0/16 and 194.149.0.0/16
13-Sep-22 15:06:20 INFO run_ipd    current_range: 4/14/194.144.0.0
13-Sep-22 15:06:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/194.144.0.0   s_ipcount=7599 min_samples=32768
13-Sep-22 15:06:20 INFO run_ipd       NO -> join siblings
13-Sep-22 15:06:20 INFO join_siblings         join siblings for range 4/14/194.144.0.0
13-Sep-22 15:06:20 INFO run_ipd    current_range: 4/12/194.128.0.0
13-Sep-22 15:06:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/194.128.0.0   s_ipcount=12874 min_samples=65536
13-Sep-22 15:06:20 INFO run_ipd       NO -> join siblings
13-Sep-22 15:06:20 INFO join_siblings         join siblings for range 4/12/194.128.0.0
13-Sep-22 15:06:20 INFO run_ipd    current_range: 4/15/194.126.0.0
13-Sep-22 15:06:20 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.126.0.0   s_ipcount=67929 min_samples=23170
13-Sep-22 15:07:02 INFO get_prevalent_ingress         no prevalent ingress found: {'KA-EA4.672': 0.645, 'S-EB9.42': 0.056, 'LON-SA1.172': 0.054, 'F-ED14.370': 0.046, 'F-EJ1.157': 0.027, 'F-EA15.640': 0.019, 'HH-EA13.48': 0.018, 'AMS-SC1.20': 0.017, 'F-EE5.945': 0.014, 'PAR-SB3.568': 0.014, 'PAR-SB3.765': 0.013, 'PAR-SB3.766': 0.01, 'VIE-SB6.378': 0.007, 'HH-EA12.83': 0.007, 'VIE-SB5.1507': 0.006, 'F-EE5.1569': 0.006, 'ZRH-SA1.314': 0.006, 'D-ED5.14': 0.006, 'F-ED11.730': 0.003, 'F-EH2.588': 0.002, 'F-ED13.608': 0.002, 'F-ED13.300': 0.002, 'F-ED11.506': 0.002, 'CPH-SA1.10': 0.002, 'AMS-SB5.23': 0.002, 'F-ED12.9': 0.001, 'LON-SB2.13': 0.001, 'VIE-SB5.1522': 0.001, 'F-ED12.251': 0.001, 'AMS-E7.12': 0.001, 'F-ED11.21': 0.001, 'F-ED11.508': 0.001, 'F-ED11.507': 0.001, 'F-EE1.329': 0.001, 'F-EE1.355': 0.001, 'HH-EB12.34': 0.001, 'F-ED11.256': 0.001, 'F-EH1.13': 0.0, 'PAR-SB3.641': 0.0, 'VIE-SA5.388': 0.0, 'ULM-EB5.54': 0.0, 'F-ED12.21': 0.0, 'M-EC4.11': 0.0, 'F-ED14.496': 0.0, 'F-ED11.509': 0.0, 'F-EE1.327': 0.0, 'F-EE1.328': 0.0, 'F-ED12.267': 0.0, 'MIL-SA1.9': 0.0, 'PAR-SB3.767': 0.0, 'LON-SA1.586': 0.0, 'VIE-SB5.12': 0.0, 'NYC-SB6.9': 0.0, 'F-EH2.79': 0.0, 'F-ED14.398': 0.0, 'F-ED11.530': 0.0, 'F-ED11.525': 0.0, 'ZRH-SA1.477': 0.0, 'F-ED12.250': 0.0, 'VIE-SB5.1530': 0.0, 'PAR-SC2.425': 0.0, 'VIE-SB5.1518': 0.0, 'F-EH1.401': 0.0, 'F-ED11.532': 0.0, 'AMS-SB5.10': 0.0, 'PAR-SB3.11': 0.0, 'F-ED14.564': 0.0, 'F-EE10.79': 0.0, 'HL-SB2.824': 0.0, 'LON-SB2.11': 0.0, 'F-EH2.624': 0.0, 'AMS-SC1.10': 0.0, 'F-EE7.758': 0.0, 'VIE-SB5.1516': 0.0, 'F-ED11.24': 0.0}
13-Sep-22 15:07:02 INFO get_prevalent_ingress         prevalent for 4/15/194.126.0.0: None (-1.00)
13-Sep-22 15:07:02 INFO run_ipd         NO -> split subnet
13-Sep-22 15:07:02 INFO split_range           split 194.126.0.0/15 into 194.126.0.0/16 and 194.127.0.0/16
13-Sep-22 15:07:19 INFO run_ipd    current_range: 4/15/194.124.0.0
13-Sep-22 15:07:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.124.0.0   s_ipcount=92462 min_samples=23170
13-Sep-22 15:07:53 INFO get_prevalent_ingress         no prevalent ingress found: {'D-ED6.665': 0.681, 'D-ED5.543': 0.303, 'VIE-SB5.1530': 0.008, 'LON-SA1.409': 0.006, 'ZRH-SA1.477': 0.001, 'LON-SB2.13': 0.0, 'VIE-SB5.1507': 0.0, 'PAO-SB3.172': 0.0, 'VIE-SB5.983': 0.0, 'PAR-SB3.766': 0.0, 'PAR-SB3.568': 0.0, 'PAR-SB3.765': 0.0, 'AMS-SC1.20': 0.0, 'F-ED11.255': 0.0, 'NYC-SB5.322': 0.0, 'F-EH1.13': 0.0, 'WAW-SB4.196': 0.0, 'PAR-SB3.17': 0.0, 'VIE-SB5.30': 0.0, 'LAX-SB3.180': 0.0, 'ZRH-SA1.642': 0.0}
13-Sep-22 15:07:53 INFO get_prevalent_ingress         prevalent for 4/15/194.124.0.0: None (-1.00)
13-Sep-22 15:07:53 INFO run_ipd         NO -> split subnet
13-Sep-22 15:07:53 INFO split_range           split 194.124.0.0/15 into 194.124.0.0/16 and 194.125.0.0/16
13-Sep-22 15:08:07 INFO run_ipd    current_range: 4/14/194.120.0.0
13-Sep-22 15:08:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/194.120.0.0   s_ipcount=2341 min_samples=32768
13-Sep-22 15:08:07 INFO run_ipd       NO -> join siblings
13-Sep-22 15:08:07 INFO join_siblings         join siblings for range 4/14/194.120.0.0
13-Sep-22 15:08:07 INFO run_ipd    current_range: 4/13/194.112.0.0
13-Sep-22 15:08:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/194.112.0.0   s_ipcount=44447 min_samples=46340
13-Sep-22 15:08:07 INFO run_ipd       NO -> join siblings
13-Sep-22 15:08:07 INFO join_siblings         join siblings for range 4/13/194.112.0.0
13-Sep-22 15:08:07 INFO run_ipd    current_range: 4/12/194.96.0.0
13-Sep-22 15:08:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/194.96.0.0   s_ipcount=31083 min_samples=65536
13-Sep-22 15:08:07 INFO run_ipd       NO -> join siblings
13-Sep-22 15:08:07 INFO join_siblings         join siblings for range 4/12/194.96.0.0
13-Sep-22 15:08:07 INFO run_ipd    current_range: 4/11/194.64.0.0
13-Sep-22 15:08:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/194.64.0.0   s_ipcount=57797 min_samples=92681
13-Sep-22 15:08:07 INFO run_ipd       NO -> join siblings
13-Sep-22 15:08:07 INFO join_siblings         join siblings for range 4/11/194.64.0.0
13-Sep-22 15:08:07 INFO run_ipd    current_range: 4/12/194.48.0.0
13-Sep-22 15:08:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/194.48.0.0   s_ipcount=60501 min_samples=65536
13-Sep-22 15:08:07 INFO run_ipd       NO -> join siblings
13-Sep-22 15:08:07 INFO join_siblings         join siblings for range 4/12/194.48.0.0
13-Sep-22 15:08:07 INFO run_ipd    current_range: 4/13/194.40.0.0
13-Sep-22 15:08:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/194.40.0.0   s_ipcount=5882 min_samples=46340
13-Sep-22 15:08:07 INFO run_ipd       NO -> join siblings
13-Sep-22 15:08:07 INFO join_siblings         join siblings for range 4/13/194.40.0.0
13-Sep-22 15:08:07 INFO run_ipd    current_range: 4/15/194.38.0.0
13-Sep-22 15:08:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.38.0.0   s_ipcount=218518 min_samples=23170
13-Sep-22 15:08:50 INFO get_prevalent_ingress         no prevalent ingress found: {'VIE-SB5.17': 0.68, 'VIE-SA5.10': 0.302, 'MS-SB2.500': 0.011, 'OG-SB2.112': 0.002, 'M-EB10.775': 0.001, 'F-EE5.1569': 0.001, 'F-EB2.83': 0.001, 'VIE-SB5.1605': 0.001, 'VIE-SB5.1530': 0.0, 'F-ED11.424': 0.0, 'ULM-EB5.54': 0.0, 'AMS-SB5.12': 0.0, 'AMS-SC1.20': 0.0, 'HH-EA13.48': 0.0, 'LON-SB2.11': 0.0, 'VIE-SB5.1507': 0.0, 'LON-SB2.13': 0.0, 'F-ED12.9': 0.0, 'F-ED14.370': 0.0, 'F-EH1.335': 0.0, 'F-EH2.526': 0.0, 'AMS-SB5.22': 0.0, 'D-ED5.11': 0.0, 'F-ED11.666': 0.0, 'WAW-SB4.235': 0.0, 'AMS-SB6.438': 0.0, 'VIE-SB5.12': 0.0, 'NYC-SB6.9': 0.0, 'VIE-SB5.1522': 0.0, 'F-EH1.324': 0.0, 'PAR-SB3.767': 0.0, 'LON-SB2.10': 0.0, 'D-ED5.14': 0.0, 'F-ED13.608': 0.0, 'B-EH2.162': 0.0, 'MAD-SA1.240': 0.0, 'F-EA11.197': 0.0, 'WAS-SA3.331': 0.0, 'F-ED14.496': 0.0, 'LON-SA1.412': 0.0, 'PAR-SB3.9': 0.0, 'PAR-SB3.641': 0.0, 'F-EH2.588': 0.0, 'LON-SA1.586': 0.0, 'D-ED6.261': 0.0}
13-Sep-22 15:08:50 INFO get_prevalent_ingress         prevalent for 4/15/194.38.0.0: None (-1.00)
13-Sep-22 15:08:50 INFO run_ipd         NO -> split subnet
13-Sep-22 15:08:50 INFO split_range           split 194.38.0.0/15 into 194.38.0.0/16 and 194.39.0.0/16
13-Sep-22 15:09:07 INFO run_ipd    current_range: 4/15/194.36.0.0
13-Sep-22 15:09:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.36.0.0   s_ipcount=56255 min_samples=23170
13-Sep-22 15:09:41 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EE7.1142': 0.688, 'VIE-SA5.10': 0.171, 'VIE-SB5.17': 0.028, 'VIE-SB5.1518': 0.021, 'HH-EA13.48': 0.01, 'L-EA5.9': 0.01, 'VIE-SB5.12': 0.008, 'F-ED12.74': 0.008, 'PAR-SB3.641': 0.007, 'LON-SA1.586': 0.006, 'VIE-SB5.1530': 0.005, 'PAR-SB3.11': 0.005, 'VIE-SA5.359': 0.005, 'F-ED12.359': 0.004, 'AMS-E7.12': 0.004, 'VIE-SB5.1522': 0.003, 'LON-SB2.13': 0.002, 'WAS-SA3.331': 0.002, 'PAO-SB3.10': 0.002, 'NYC-SB6.9': 0.001, 'VIE-SB5.16': 0.001, 'AMS-SB5.22': 0.001, 'F-ED14.564': 0.001, 'F-ED12.9': 0.001, 'VIE-SB5.1507': 0.001, 'F-EH1.401': 0.001, 'VIE-SA5.517': 0.001, 'F-EH2.79': 0.001, 'PAR-SB3.767': 0.0, 'AMS-SB5.10': 0.0, 'F-EH1.335': 0.0, 'F-EH2.526': 0.0, 'F-EH1.13': 0.0, 'LAX-SB3.153': 0.0, 'WAW-SB4.196': 0.0, 'IST-SA1.213': 0.0, 'F-EH2.321': 0.0, 'VIE-SA5.388': 0.0, 'LAX-SB3.186': 0.0, 'F-ED11.26': 0.0, 'LON-SB2.10': 0.0, 'F-EE5.1569': 0.0, 'AMS-SB6.451': 0.0, 'LON-SA1.409': 0.0, 'F-ED11.256': 0.0, 'F-ED11.424': 0.0, 'AMS-SB5.734': 0.0, 'LON-SA1.414': 0.0, 'PAR-SC2.425': 0.0}
13-Sep-22 15:09:41 INFO get_prevalent_ingress         prevalent for 4/15/194.36.0.0: None (-1.00)
13-Sep-22 15:09:41 INFO run_ipd         NO -> split subnet
13-Sep-22 15:09:41 INFO split_range           split 194.36.0.0/15 into 194.36.0.0/16 and 194.37.0.0/16
13-Sep-22 15:09:55 INFO run_ipd    current_range: 4/14/194.32.0.0
13-Sep-22 15:09:55 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/194.32.0.0   s_ipcount=16490 min_samples=32768
13-Sep-22 15:09:55 INFO run_ipd       NO -> join siblings
13-Sep-22 15:09:55 INFO join_siblings         join siblings for range 4/14/194.32.0.0
13-Sep-22 15:09:55 INFO run_ipd    current_range: 4/14/194.28.0.0
13-Sep-22 15:09:55 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/194.28.0.0   s_ipcount=22783 min_samples=32768
13-Sep-22 15:09:55 INFO run_ipd       NO -> join siblings
13-Sep-22 15:09:55 INFO join_siblings         join siblings for range 4/14/194.28.0.0
13-Sep-22 15:09:55 INFO run_ipd    current_range: 4/15/194.26.0.0
13-Sep-22 15:09:55 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.26.0.0   s_ipcount=35702 min_samples=23170
13-Sep-22 15:10:37 INFO get_prevalent_ingress         no prevalent ingress found: {'LAX-SB3.197': 0.864, 'PAR-SB3.9': 0.041, 'F-ED11.525': 0.022, 'F-ED11.530': 0.022, 'VIE-SB5.1530': 0.018, 'VIE-SB5.12': 0.013, 'F-ED11.424': 0.012, 'TR-SB2.929': 0.002, 'VIE-SB5.26': 0.002, 'AMS-SB6.344': 0.001, 'F-EH2.12': 0.001, 'F-EH1.335': 0.0, 'F-EH2.526': 0.0, 'GI-SA2.826': 0.0, 'HN-SB2.517': 0.0, 'ULM-EB6.682': 0.0, 'AC-SB2.312': 0.0, 'M-EB10.1394': 0.0, 'F-EH4.74': 0.0, 'VIE-SB5.17': 0.0, 'VIE-SA5.10': 0.0, 'F-ED12.359': 0.0, 'F-ED12.74': 0.0, 'LON-SA1.52': 0.0, 'LON-SB2.12': 0.0, 'LAX-SB3.25': 0.0, 'AMS-SC1.16': 0.0, 'AMS-SB5.734': 0.0, 'AMS-SC1.10': 0.0, 'ZRH-SA1.710': 0.0, 'F-EE5.1569': 0.0}
13-Sep-22 15:10:37 INFO get_prevalent_ingress         prevalent for 4/15/194.26.0.0: None (-1.00)
13-Sep-22 15:10:37 INFO run_ipd         NO -> split subnet
13-Sep-22 15:10:37 INFO split_range           split 194.26.0.0/15 into 194.26.0.0/16 and 194.27.0.0/16
13-Sep-22 15:10:54 INFO run_ipd    current_range: 4/15/194.24.0.0
13-Sep-22 15:10:54 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/194.24.0.0   s_ipcount=386901 min_samples=23170
13-Sep-22 15:11:37 INFO get_prevalent_ingress         no prevalent ingress found: {'ULM-EA5.132': 0.366, 'ULM-EB5.61': 0.346, 'VIE-SB5.21': 0.112, 'M-EB12.117': 0.06, 'B-EA11.83': 0.055, 'ULM-EB5.165': 0.012, 'ULM-EA5.125': 0.012, 'AMS-SB5.525': 0.007, 'L-EA4.1110': 0.005, 'FD-SA2.875': 0.004, 'MS-SA2.717': 0.004, 'MS-SB2.496': 0.004, 'L-EC5.912': 0.003, 'AMS-SC1.351': 0.002, 'MS-SB2.490': 0.002, 'E-SB2.957': 0.001, 'BI-SA2.973': 0.001, 'DO-EC4.610': 0.001, 'K-EA8.87': 0.001, 'LON-SB2.13': 0.0, 'LON-SA1.692': 0.0, 'MAD-SA1.240': 0.0, 'PAO-SB3.10': 0.0, 'PAR-SB3.11': 0.0, 'LAX-SB3.180': 0.0, 'LON-SA1.500': 0.0, 'LON-SB2.12': 0.0, 'LON-SA1.512': 0.0, 'ULM-EB5.54': 0.0, 'H-EB7.1329': 0.0, 'F-EE5.1569': 0.0, 'M-EA10.1219': 0.0, 'F-ED12.9': 0.0, 'LON-SB2.11': 0.0, 'LON-SA1.494': 0.0, 'M-EB10.782': 0.0, 'K-EB8.88': 0.0, 'F-ED14.496': 0.0, 'F-ED13.608': 0.0, 'D-ED5.14': 0.0, 'VIE-SB5.1518': 0.0, 'F-EH1.401': 0.0, 'VIE-SB5.1507': 0.0, 'VIE-SB5.30': 0.0, 'AMS-SB5.22': 0.0, 'F-EH2.526': 0.0, 'F-EH1.335': 0.0, 'F-EE5.945': 0.0, 'HH-EA13.48': 0.0, 'VIE-SA5.512': 0.0, 'HH-EA12.83': 0.0, 'D-ED5.482': 0.0, 'F-ED13.392': 0.0, 'VIE-SB5.10': 0.0, 'AMS-SB5.12': 0.0, 'BN-SB2.952': 0.0, 'PAO-SB3.172': 0.0, 'WAS-SA2.343': 0.0, 'VIE-SB5.1530': 0.0, 'WAW-SB4.235': 0.0}
13-Sep-22 15:11:37 INFO get_prevalent_ingress         prevalent for 4/15/194.24.0.0: None (-1.00)
13-Sep-22 15:11:37 INFO run_ipd         NO -> split subnet
13-Sep-22 15:11:37 INFO split_range           split 194.24.0.0/15 into 194.24.0.0/16 and 194.25.0.0/16
13-Sep-22 15:11:54 INFO run_ipd    current_range: 4/13/194.16.0.0
13-Sep-22 15:11:54 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/194.16.0.0   s_ipcount=903 min_samples=46340
13-Sep-22 15:11:54 INFO run_ipd       NO -> join siblings
13-Sep-22 15:11:54 INFO join_siblings         join siblings for range 4/13/194.16.0.0
13-Sep-22 15:11:54 INFO run_ipd    current_range: 4/12/194.0.0.0
13-Sep-22 15:11:54 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/194.0.0.0   s_ipcount=31348 min_samples=65536
13-Sep-22 15:11:54 INFO run_ipd       NO -> join siblings
13-Sep-22 15:11:54 INFO join_siblings         join siblings for range 4/12/194.0.0.0
13-Sep-22 15:11:54 INFO run_ipd    current_range: 4/13/193.240.0.0
13-Sep-22 15:11:54 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/193.240.0.0   s_ipcount=34126 min_samples=46340
13-Sep-22 15:11:54 INFO run_ipd       NO -> join siblings
13-Sep-22 15:11:54 INFO join_siblings         join siblings for range 4/13/193.240.0.0
13-Sep-22 15:12:14 INFO join_siblings  NO -> do nothing
13-Sep-22 15:12:14 INFO run_ipd    current_range: 4/12/193.224.0.0
13-Sep-22 15:12:14 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/193.224.0.0   s_ipcount=35539 min_samples=65536
13-Sep-22 15:12:14 INFO run_ipd       NO -> join siblings
13-Sep-22 15:12:14 INFO join_siblings         join siblings for range 4/12/193.224.0.0
13-Sep-22 15:12:14 INFO run_ipd    current_range: 4/14/193.216.0.0
13-Sep-22 15:12:14 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/193.216.0.0   s_ipcount=25297 min_samples=32768
